字段1,字段2,字段3,字段4,文本,文本1
"
							:上港集团(600018)您好！请问集团旗下的海港未来LNG船运营情况怎么样，产能利用率达到什么状况？
						","
							尊敬的投资者，您好。“海港未来”轮是一艘2万立方米LNG燃料加注船，可满足目前最大的LNG动力船舶的一次性加注需求。3月15日，上海港圆满完成中国港口首次LNG“船到船”同步加注作业，为达飞集团LNG动力超大型集装箱船“锡米”号提供保税LNG同步加注作业服务。10月25日，公司为达飞集团LNG动力超大型集装箱船“LIBERTY”号提供保税LNG同步加注作业服务，本次加注作业用时11.5小时，服务效率取得进一步突破。目前，上海港保税LNG加注业务已实现常态化运营。感谢您对公司的关注。
						",2022年11月15日 08:53,2022年11月16日 16:25,上港集团,(600018)
"
							:上港集团(600018)您好，请问中远海控取代它的所属集团，成为公司新的二股东。对公司有什么不利影响吗
						","
							尊敬的投资者，您好。中国远洋海运集团有限公司拟将所持有的公司3,476,051,198股股份通过协议转让方式转让予中远海运控股股份有限公司。本次交易完成后，中国远洋海运集团有限公司将不再直接持有公司股份，中远海运控股股份有限公司将成为公司持股比例超过5%的股东。本次权益变动不会导致公司第一大股东及实际控制人发生变化。根据披露的权益变动报告，本次交易完成后，中远海控将可进一步加深与上港集团的战略合作关系，加强供应链各环节的融合协同，以资本为纽带，推动各方参与数字航运建设，助力构建以国内大循环为主体、国内国际双循环相互促进的新发展格局，具体请阅权益变动报告内容。感谢您对公司的关注。
						",2022年10月31日 13:59,2022年11月09日 16:09,上港集团,(600018)
"
							:上港集团(600018)董秘您好，贵司股价常年在净资产上下。请问贵司是否有意回购股份并注销，有利于增强国有控股权，应该像国有四大行那样的高度控股权，国有资产价值不能流向外人。您怎么看
						","
							尊敬的投资者，您好。公司目前无股份回购计划。感谢您对公司的关注。
						",2022年10月31日 14:40,2022年11月09日 16:09,上港集团,(600018)
"
							:上港集团(600018)首先感谢你们不厌其烦的回复我们提出的问题。請問把带有时间和姓名的股票交易软件持仓截图和身份证一并扫描发送至公司邮箱，可以获知 非定期报告相关时点的股东人数吗？盼明确具体答复。顺祝你们，身体健康，万事如意, 【比如截至到2022年9月20日贵公司的股东人数是多少？】
						","
							尊敬的投资者，您好，公司严格按照有关法律法规及相关规定履行信息披露义务，在定期报告中公开披露报告期末的股东人数情况。您也可致电公司投资者热线021-35308688进行咨询。感谢您的关注。
						",2022年09月26日 09:23,2022年10月10日 08:58,上港集团,(600018)
"
							:上港集团(600018)您好，请问贵公司是否建立财务共享中心，如建立，请问具体是在哪一年？如果按照1-5分对财务共享相关的组织人员、业务流程、运营管理以及信息系统的运行水平进行评分（1代表水平较差，5代表水平极高）您对这四项分别打多少分？如果按照初建期，提升期，稳定期，成熟期，卓越期和衰退期来描述财务共享实施的阶段，您认为是在哪一阶段？如果没有建立，请问贵公司是否有使用大数据等信息技术进行财务集中核算处理？期待您的回答，感谢
						","
							尊敬的投资者，您好。公司目前尚未建立财务共享中心。公司通过建立规范的财务管理制度和流程，保障财务系统有效运行。感谢您的关注。
						",2022年09月26日 09:29,2022年10月10日 08:58,上港集团,(600018)
"
							:上港集团(600018)请问原董事长陆海祜是哪里人，出生地是哪里？
						","
							尊敬的投资者，您好。关于公司董监高基本信息，请见公司在上海证券交易所及指定信息披露媒体上发布的相关公告。感谢您的关注。
						",2022年09月29日 09:13,2022年10月10日 08:58,上港集团,(600018)
"
							:上港集团(600018)每年投入海港足球俱乐部多少钱 不能用来回报股民吗？
						","
							尊敬的投资者，您好。公司涉足足球事业是公司发展自身、回报社会，积极履行社会责任，投身上海城市建设和体育发展的一项内容，并且公司一贯重视股东投资回报，自上市以来始终按照《公司章程》的有关规定，实施积极的股利政策，坚持高比例现金分红，切实维护股东权益。感谢您对公司的关注。
						",2022年08月29日 16:24,2022年09月07日 15:23,上港集团,(600018)
"
							:上港集团(600018)首先感谢你们不辞辛劳的回复我们提出的问题。請問把带有时间和姓名的股票交易软件持仓截图和身份证一并扫描发送至公司邮箱，可以获知 非定期报告相关时点的股东人数吗？盼你们具体，明确答复。顺祝你们，身体健康，万事如意, 【比如截至到2022年8月20日贵公司的股东人数是多少？】.
						","
							尊敬的投资者您好，公司严格按照有关法律法规及相关规定履行信息披露义务，在定期报告中公开披露报告期末的股东人数情况。公司于2022年8月30日披露了2022年半年度报告，报告中披露了截至2022年6月30日的股东户数情况，敬请查阅。您也可致电公司投资者热线021-35308688进行咨询。感谢您的关注。
						",2022年08月24日 13:19,2022年08月30日 09:11,上港集团,(600018)
"
							:上港集团(600018)请问上海海港足球俱乐部是否属于上市公司子公司
						","
							尊敬的投资者，您好。公司于2014年完成了对上海东亚足球俱乐部的整体收购后，足球俱乐部成为公司的子公司。感谢您对公司的关注。
						",2022年08月22日 15:20,2022年08月26日 16:45,上港集团,(600018)
"
							:上港集团(600018)你好董秘，问题1、公司市值长时间处于合理估值以下，请问公司是否有市值管理的计划？2、关于公众持股量（比例），观察22年7月29日数据，控股股东合计持股比例83.2％，公众持股量（比例）是否符合证监会要求？大比例股份被关联股东持有及占比较低的公众持股量（比例），一般会导致股东权益受损。请董秘答疑解惑。谢谢。
						","
							尊敬的投资者，您好。首先，关于市值管理方面，股价波动受很多因素的影响，公司基本面是一个重要因素，但宏观经济状况和二级市场上的供求关系对股价的影响也不能忽视。公司重视市值管理，努力保持业绩的可持续增长。同时，公司积极通过官网、邮箱、投资者热线、股东大会、业绩说明会、投资者接待、上证E互动等多种渠道加强与投资者的沟通交流，有效传递公司发展价值。其次，公众持股比例方面，公司目前股本总额为人民币232.84亿元，根据《上海证券交易所股票上市规则》15.1相关规定，股权分布不具备上市条件为：公司股本总额超过人民币4亿元的，社会公众股东持有的股份低于公司总股本的10%。公司社会公众股东持有的股份比例高于公司总股本的10%，符合相关规定。感谢您对公司的关注。
						",2022年08月11日 15:40,2022年08月19日 16:40,上港集团,(600018)
"
							:上港集团(600018)问董秘，上港21年分红44亿（还没到手），全员薪酬73亿（已经装到荷包），看着冰冷的数据，挺心塞的，如此强烈对比，请说明一下，心里好塞。
						","
							尊敬的投资者，您好。《公司章程》规定，公司应采取积极的股利政策，每年应将当年利润中不少于50％的可分配利润向股东进行分配，利润分配可采取现金、股票或者现金股票相结合的方式，及其他法律、行政法规允许的形式。利润分配中，现金分红优于股票股利。公司重视股东回报，自上市以来，分红比例均符合《公司章程》的规定，保持了较高的分红派息比例。同时《公司章程》中规定，股东大会通过有关派现、送股或资本公积转增股本提案的，公司将在股东大会结束后2个月内实施具体方案。公司于2022年6月28日召开了2021年年度股东大会，审议通过了公司2021年度利润分配方案，公司将严格按照《公司章程》的相关规定执行且按照规定履行信息披露义务，请您关注公司公告。感谢您对公司的关注。
						",2022年08月03日 15:01,2022年08月05日 15:40,上港集团,(600018)
