字段1,字段2,字段3,字段4,文本,文本1
"亲爱的董秘：
  你好！请问随着回购新规的出炉，贵公司是否有计划进行回购注销股份。
  春节临近，天猫旗舰店是否会上架春节团年饭预制菜品。",您好！根据公司目前的股权分布情况，社会公众股比例约为10%，无论回购股票或大股东增持股票都有可能会导致社会公众股比例低于10%，进而不符合上市条件。所以，在社会公众股比例没有提高的情况下，大股东无法进行增持，公司也无法回购股票。公司丰厨家宴礼盒系列产品正陆续在线上平台销售，欢迎选购。谢谢！,2023-12-20,2023-12-20,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼母公司丰益国际是一个从亚洲崛起、世界领先的农业综合型跨国粮油企业集团，丰益国际已在亚洲、非洲等世界五大洲的30多个国家和地区建立超过1000家加工厂，销售网络遍及50多个国家和地区，员工约10万名。也一直参与有“一带一路” 建设。未来会进口更多越南丰富农产品进入国内销售么？非常感谢。,您好！公司会持续利用自身优势，有效地、经济地加工进口、国产原材料及具有当地特色的农产品。谢谢！,2023-12-13,2023-12-13,金龙鱼,[300999]
您好，尊敬的董秘。韩国出口方便面创新高，其中对华出口量排第一，国内对于方便面的需求量增速在提升，金龙鱼作为一家有新加坡背景的外资企业，新加坡也拥有丰富的方便面产品，而且口味比韩国更佳，金龙鱼未来是否可以引进新加坡的工艺技术来生产方便面供应给国内消费者？非常感谢。,您好！公司会根据业务发展规划和市场需求等情况决定相关事宜。谢谢！,2023-12-13,2023-12-13,金龙鱼,[300999]
董秘你好，请问截止到2023年12月10日，贵公司股东户数是多少？谢谢啦！！！,"您好！截至2023年12月08日公司股东共计152,049户。谢谢！",2023-12-13,2023-12-13,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼股价深度调整，是否可以进行员工持股，增强投资者信心？,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2023-12-8,2023-12-8,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼旗下中央厨房丰厨产品目前在哪些商超便利店铺货了？如便当，预制菜（大师菜）等非常感谢。,您好！公司央厨产品目前以供应B端客户为主，在部分C端渠道也有央厨产品销售。如在山姆超市销售的丰厨锅烧肉产品，在华东地区十足便利店和7-11便利店销售丰厨便当产品，未来我们会持续推出更多面向终端消费者的产品。谢谢！,2023-12-5,2023-12-5,金龙鱼,[300999]
您好，尊敬的董秘。生猪价格短期持续暴跌，对于金龙鱼旗下饲料产业项目生产是否有影响？,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2023-12-5,2023-12-5,金龙鱼,[300999]
您好，截止，2023.12.4，股东人数多少了,"您好！截至2023年11月30日公司股东共计152,465户。谢谢！",2023-12-5,2023-12-5,金龙鱼,[300999]
您好，尊敬的董秘。进入2023年四季度，金龙鱼旗下压榨产能开机率是否维持在50%以上？非常感谢。,您好！关于第四季度的经营情况， 公司目前没有需要公开披露的信息。谢谢！,2023-11-20,2023-11-20,金龙鱼,[300999]
您好，尊敬的董秘。双十一金龙鱼旗下品牌“金龙鱼”、“胡姬花”名列TOP 10，未来会继续做好细分品牌销售么？比如“谷维多”、“纽麦福”，做好细分产品，单独品牌营销，让更多中高端消费者享受到金龙鱼高端品牌的品质么？非常感谢。,您好！公司会根据自身业务发展、市场需求等情况，持续做好产品规划及品牌营销工作，为消费者提供安全、营养、健康、美味的优质食品。谢谢！,2023-11-20,2023-11-20,金龙鱼,[300999]
您好，尊敬的董秘。金龙鱼旗下益海晨科（南宁）蛋鸡养殖项目开启运营，预计年供应鸡蛋会达到多少斤？非常感谢。,您好！公司南宁蛋鸡养殖项目刚投产不久，关于相关情况目前没有需要公开披露的信息。谢谢！,2023-11-15,2023-11-15,金龙鱼,[300999]
董秘你好，请问截止到2023年11月10日，贵公司股东户数是多少？谢谢啦！！！,"您好！截至2023年11月10日公司股东共计154,150户。谢谢！",2023-11-14,2023-11-14,金龙鱼,[300999]
您好，尊敬的董秘。通过报道得知金龙鱼旗下产品有植物甾醇酯果冻、巧克力、薯片、纯牛奶、麦片等精选全球美食，以及各种米面油、日化等新产品。目前如何通过金龙鱼经销商渠道把这些产品下沉到各地区是未来需要做的，比如日化产品目前只能通过电商平台购买，传统商超渠道油米面铺货非常好，但日化产品、纯牛奶这些非常少见。,您好！公司会持续利用全国性的销售网络与渠道，向消费者提供丰富的产品品类！感谢您的关注和建议！,2023-11-10,2023-11-10,金龙鱼,[300999]
您好，尊敬的董秘。2023年第六届进博会在上海开幕，金龙鱼母公司也带来丰富的产品，建议在本届或者下一届邀请一些投资者参与品尝产品，让更多投资者参与到其中，非常感谢。,感谢您的关注和建议！,2023-11-10,2023-11-10,金龙鱼,[300999]
您好，尊敬的董秘。我国饲料行业正处在由分散趋向集中的转变过程中，竞争格局日趋激烈，大量规模小、技术水平低、管理能力弱的中小饲料企业在竞争中逐步退出市场，而具有资金优势、成本优势、营销服务优势、技术优势、人才优势的大型饲料企业则利用行业整合机遇及其规模优势，通过兼并和新建扩大产能产量，提升了行业的集中度，金龙鱼有近40%的营收来自饲料，对于此契机是否会继续加大投入？,您好！公司会根据自身业务发展和市场需求等情况决定相关事宜。谢谢！,2023-11-8,2023-11-8,金龙鱼,[300999]
董秘好！公司产品近期是否有提价意向？,您好！公司有部分产品是根据行情变化进行定价销售的；另一部分主要满足居民家庭消费的产品，公司通常会根据各个品种的原料、行情、市场竞争力、消费力等多方因素综合考虑后决定调整价格的时机以及调整的幅度，相对比较谨慎，除了调价之外，我们也会通过调整促销力度、费用投入等来进行调节。谢谢！,2023-11-8,2023-11-8,金龙鱼,[300999]
贵公司央厨有酵母、酒、化妆品项目么？,您好！公司有酵母、料酒、香皂、洗手液等产品。谢谢！,2023-11-8,2023-11-8,金龙鱼,[300999]
尊敬的董秘您好，请问员工持股计划平均成本大概是多少，后续是否有继续增持计划？,您好！“中金公司益海嘉里1号员工参与创业板战略配售集合资产管理计划”是公司在2020年上市时战略配售的一部分，成本为发行价25.7元/股。关于其他方面的情况，公司目前没有需要公开披露的信息。谢谢！,2023-11-2,2023-11-2,金龙鱼,[300999]
董秘你好，请问截止到2023年10月31日，贵公司股东户数是多少？谢谢啦！！！,"您好！截至2023年10月31日公司股东共计156,216户。谢谢！",2023-11-2,2023-11-2,金龙鱼,[300999]
尊敬的董秘，您好！ 贵公司货币资金持有量较大，截至2023年6月末，货币资金持有量较上年末和去年同期末均有大幅上升，请问具体原因是什么？公司货币资金主要存放在境内还是境外？,您好！通常来说，年底为销售旺季，货币资金会随着后续回款增加而增加，叠加今年公司采购和支付节奏变化，留存资金增加。公司货币资金主要存放于境内。谢谢！,2023-11-2,2023-11-2,金龙鱼,[300999]
您好，尊敬的董秘。董事局主席郭孔丰到河南省周口市考察，先后走访了益海嘉里（周口）现代食品产业园建设工地、丰厨中央厨房、周口市交通技师学院越秀餐厅了解项目建设、运营情况。项目规划占地面积约为2800亩，计划总投资超100亿元。一期建设工期2年，整体投资项目预计6年内建设完成。单这个投资就已经接近上市IPO融资金额了，金龙鱼这么重资产的投入，预计产出会达到多少？非常感谢。,您好！关于这方面的情况，公司目前没有需要公开披露的信息。谢谢！,2023-11-2,2023-11-2,金龙鱼,[300999]
尊敬的董秘  按公司三季报说法小麦价格恢复正常  压榨利润恢复为何公司净利润依然只有1.6%  哪些原因导致公司利润和上市前比依旧相差这么多？,您好！公司在今年三季报中披露的“主要会计数据和财务指标发生变动的情况及原因”主要解释的是与去年同期相比的变动情况及原因。不同时期，公司面对的机遇与挑战不同，经营结果受到原料价格、市场竞争、终端需求等诸多因素的影响。我们将一如既往认真做好各项经营工作，充分利用公司的自身优势，为消费者提供安全、营养、健康、美味的优质食品，进而提升公司的竞争力。谢谢！,2023-11-2,2023-11-2,金龙鱼,[300999]
您好，尊敬的董秘。近些年小包装食用油区域品牌发力崛起，新生势力不断入局。2023年以来，不管是前三还是前十的品牌市场集中度都出现了下降。同时受益于我国双循环、进口多元化的粮食安全战略，来自俄罗斯等“一带一路”沿线国家的原瓶原装进口食用油品牌逐步打开局面。眼见新兴势力不断分食市场份额，金龙鱼又该如何应对？非常感谢。,您好！近年来，公司小包装食用油市场占有率较为稳定。我们会充分利用公司的自身优势，如遍布全国的生产及销售网络、综合性企业群的模式、良好的品牌形象以及研发优势等，持续加大对产品的推广，同时做好原材料采购管理以及加工成本、物流成本、销售成本控制，积极布局与现有业务互补的新业务，持续为消费者提供安全、营养、健康、美味的优质食品，进而提升公司的竞争力。谢谢！,2023-10-30,2023-10-30,金龙鱼,[300999]
